0.0,1717635361646,-39.85294117647091
1.0,1717635373843,-34.18918918918976
2.0,1717635386147,-4.722222222222224
3.0,1717635398337,-33.77551020408196
4.0,1717635410403,-56.03896103896153
5.0,1717635422754,-60.517241379310946
6.0,1717635434542,-25.90909090909142
7.0,1717635447033,-76.53846153846149
8.0,1717635458412,-154.86938110749253
9.0,1717635469924,-62.27272727272799
10.0,1717635481919,-7.052117263844428
11.0,1717635494050,69.38356164384007
12.0,1717635505354,-27.14285714285788
13.0,1717635516737,-32.5000000000007
14.0,1717635529973,60.88235294118068
15.0,1717635542314,-12.19745222929966
16.0,1717635554609,113.7542087542135
17.0,1717635566967,30.78616352201486
18.0,1717635579481,53.14814814815199
19.0,1717635591992,314.78593272170656
20.0,1717635604141,76.97452229299776
21.0,1717635616312,-2.5907590759072887
22.0,1717635628111,115.52631578947805
23.0,1717635640118,431.501766784445
24.0,1717635652302,334.5081967213019
25.0,1717635664860,217.10191082802987
26.0,1717635677142,226.55477031802303
27.0,1717635689931,513.9965397923763
28.0,1717635701794,414.3632958801418
29.0,1717635713405,66.41732283464982
30.0,1717635725405,183.8844621513984
31.0,1717635738031,17.804878048781156
32.0,1717635750378,141.19631901840927
33.0,1717635763333,188.33333333333707
34.0,1717635775734,36.03448275862249
35.0,1717635788178,305.0000000000022
36.0,1717635800333,51.26865671642135
37.0,1717635812627,210.0847457627146
38.0,1717635824539,503.36065573769247
39.0,1717635837274,163.82352941176856
40.0,1717635849415,315.25641025639965
41.0,1717635861701,201.66666666667047
42.0,1717635873905,509.2402826855045
43.0,1717635885343,209.00000000000207
44.0,1717635898059,165.86956521739594
45.0,1717635910431,566.971830985904
46.0,1717635922843,412.8864353312254
47.0,1717635934748,421.36363636362466
48.0,1717635947254,220.96091205212167
49.0,1717636259926,9.477611940299449
50.0,1717636272935,301.92307692307054
51.0,1717636284930,500.74468085105724
52.0,1717636296941,309.4117647058827
53.0,1717636309265,520.916955017294
54.0,1717636321796,239.45945945946409
55.0,1717636333821,344.1891891891809
56.0,1717636345861,328.3333333333324
57.0,1717636358253,552.0588235294028
58.0,1717636370851,225.00000000000384
59.0,1717636383511,599.7040498442282
60.0,1717636396068,416.9453924914556
61.0,1717636408444,423.3946488294232
62.0,1717636420797,274.8630136986285
63.0,1717636432719,437.5203252032402
64.0,1717636445336,267.017804154293
65.0,1717636457525,308.57142857142435
66.0,1717636469690,203.89298892989225
67.0,1717636481890,39.920634920636644
68.0,1717636493881,208.37078651685678
69.0,1717636506164,566.9217081850444
70.0,1717636518292,355.18450184501387
71.0,1717636530532,309.6822742474804
72.0,1717636542726,215.2310231023135
73.0,1717636555996,83.68338557994164
74.0,1717636568292,237.19178082192178
75.0,1717636580564,210.8419243986287
76.0,1717636593405,189.4827586206942
77.0,1717636606216,427.63374485596046
78.0,1717636618368,399.4649446494425
79.0,1717636630700,191.62420382166033
80.0,1717636643687,359.54545454545064
81.0,1717636656237,422.36111111110665
82.0,1717636668714,552.8873239436539
83.0,1717636681247,367.0938628158818
84.0,1717636693818,329.6575342465753
85.0,1717636706257,382.98742138363826
86.0,1717636718527,352.3684210526248
87.0,1717636731346,254.84520123838195
88.0,1717636744508,294.6551724137911
89.0,1717636756966,7.189781021897321
90.0,1717636769696,178.5042735042768
91.0,1717636781841,24.8501872659168
92.0,1717636793682,-40.859872611465676
93.0,1717636805987,214.21052631579352
94.0,1717636818206,274.3379790940768
95.0,1717636830555,397.59259259258806
96.0,1717636843322,293.1987577639766
97.0,1717636855591,464.70149253730517
98.0,1717636868170,167.45847176079968
99.0,1717637174855,229.817518248179
100.0,1717637187557,32.14776632302396
101.0,1717637199950,526.621621621615
102.0,1717637212230,450.78754578753967
103.0,1717637224733,464.02777777777146
104.0,1717637237162,547.1404682274143
105.0,1717637250202,209.63576158940737
106.0,1717637262852,420.67944250870363
107.0,1717637275278,450.8015267175521
